cell_prior
0.016104947
0.0260662171
0.0578024007
0.0803735421
0.0984056672
0.1112944193
0.1138122735
0.1156880423
0.0983821715
0.0804035238
0.060676427
0.0413263749
0.0164280627
0.0119909665
0.0082016977
0.0070632638
0.006395651
0.0057858868
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
0.0025763803
